SFTAZ,COUNTY,DISTRICT,MTCTAZ,HHLDS,POP,POPD,EMPRES,EMPRESD,CIE,MED,MIPS,PDR,RETAIL,VISITOR,TOTALEMP,EMPD,NETCON,CROSSING,SAFETY,VITALITY,TOPOLOGY,AREATYPE,SUPERDST,MTCEMP,MTCPOP,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,AVGINCQ1,AVGINCQ2,AVGINCQ3,AVGINCQ4,AVGHHINC,SHPOP62P,TOTACRE,RETEMP,SEREMP,OTHEMP,AGREMP,MFGEMP,TRDEMP,SERVICE,PKDISTNO,PKDIST,FREEPARK,SUBPARK,PAIDPARK,PPAYING,PRKAVIND,ONSTREET,OFSTREET,PRKCSTWH,PRKCSTOH,TOTPARK,COLLENROLL,HIGHENROLL,GRADENROLL,SFDU,MFDU,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,HHPOP,GQPOP,DIST15,DIST22,DIST40,DIST51,STATE,CNTY_ID,CNTY_NAM,PUMA,POWPUMA,PLACE_ID,PLACE_NAM,DIST_PLC_1,DIST_PLC_2,DIST_PLC_N,DIST22NAME,DIST40NAME,DISTPLC2_S
273,1,4,59,494,1211,41.77302518,703,24.24974129,62,22,38,28,35,3,188,6.484994826,3,2,3,2,2,3,2,1180,7734,123,134,130,107,0,0,0,0,0,0.24,28.99,0,0,0,0,0,0,87,18,5,0.333,0,0.667,0.2,2,1,0,0,0,412,0,0,1211,215,279,53,139,396,377,246,1199,12,8,9,4,27,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
274,1,4,61,554,1295,44.62439697,736,25.36181943,39,34,207,135,48,10,473,16.29910407,2,2,3,2,2,2,2,608,4380,205,126,133,90,0,0,0,0,0,0.24,29.02,0,0,0,0,0,0,83,18,5,0.333,0,0.667,0.2,2,1,0,0.211,0.584,340,0,0,0,130,424,60,148,452,363,273,1288,7,8,9,4,27,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
275,1,4,69,905,2492,81.01430429,1515,49.25227568,9,1,81,33,98,0,222,7.21716515,2,2,2,2,2,2,2,5706,7795,270,193,217,225,0,0,0,0,0,0.15,30.76,0,0,0,0,0,0,10,6,7,0.556,0.056,0.389,0.253,2.136,1,0,0,0,406,0,0,0,211,694,81,451,1172,480,308,1908,584,4,10,4,13,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
276,1,4,64,438,1039,35.83994481,587,20.2483615,22,4,23,10,10,0,69,2.38013108,2,2,3,2,3,2,2,1251,6537,143,105,75,114,0,0,0,0,0,0.21,28.99,0,0,0,0,0,0,26,18,6,0.333,0,0.667,0.2,2,1,0,0,0,348,0,0,0,111,327,48,123,385,295,188,1037,2,8,9,4,26,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
277,1,3,78,939,1842,97.04952582,656,34.56269758,139,3,136,18,39,0,335,17.65015806,2,2,2,2,3,2,2,632,5713,647,128,87,76,0,0,0,0,0,0.33,18.98,0,0,0,0,0,0,142,6,8,0.556,0.056,0.389,0.253,2.136,1,0,0.566,0.947,322,0,0,0,84,855,99,247,518,428,550,1832,10,4,10,4,13,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
278,1,3,86,703,1473,76.7587285,927,48.30640959,35,4,43,15,16,1,114,5.940594059,3,2,2,2,2,2,2,1654,6784,260,160,167,116,0,0,0,0,0,0.12,19.19,0,0,0,0,0,0,40,6,8,0.556,0.056,0.389,0.253,2.136,1,0,0,0,382,0,0,0,49,654,66,172,707,389,139,1445,28,4,10,4,13,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
279,1,4,59,586,1437,48.27007054,834,28.01477998,8,53,34,10,40,2,147,4.937856903,3,2,3,2,2,3,2,1180,7734,146,159,154,127,0,0,0,0,0,0.24,29.77,0,0,0,0,0,0,63,18,5,0.333,0,0.667,0.2,2,1,0,0,0,446,0,0,0,255,331,63,164,470,447,292,1423,14,8,9,4,27,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
280,1,4,61,705,1647,54.97329773,935,31.2082777,26,20,110,27,62,3,248,8.277703605,2,2,3,2,2,2,2,608,4380,261,160,170,115,0,0,0,0,0,0.24,29.96,0,0,0,0,0,0,49,18,5,0.333,0,0.667,0.2,2,1,0,0,0,303,0,0,0,165,540,76,188,575,461,347,1638,9,8,9,4,27,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
281,1,3,78,639,1252,54.86415425,447,19.58808063,83,15,119,26,130,3,376,16.47677476,2,2,2,2,3,2,2,632,5713,440,87,59,52,0,0,0,0,0,0.33,22.82,0,0,0,0,0,0,101,6,8,0.556,0.056,0.389,0.253,2.136,1,0,0.562,0.936,254,0,0,0,57,582,67,168,352,291,374,1246,6,4,10,4,13,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
282,1,4,61,685,1598,54.2798913,907,30.80842391,5,25,45,19,138,2,234,7.948369565,2,2,3,2,2,2,2,608,4380,254,155,165,111,0,0,0,0,0,0.24,29.44,0,0,0,0,0,0,32,18,5,0.333,0,0.667,0.2,2,1,0,0,0,417,0,0,0,161,524,74,182,557,448,337,1590,8,8,9,4,27,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
283,1,3,86,668,1399,61.41352063,881,38.67427568,22,2,23,5,25,7,84,3.687445127,3,2,2,2,2,2,2,1654,6784,247,152,158,111,0,0,0,0,0,0.12,22.78,0,0,0,0,0,0,31,6,8,0.556,0.056,0.389,0.253,2.136,1,0,0,0,295,0,0,0,47,621,63,163,671,370,132,1373,26,4,10,4,13,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
284,1,4,64,532,1265,42.53530599,714,24.00806994,31,4,55,5,39,0,134,4.505716207,2,2,3,2,3,2,2,1251,6537,174,128,91,139,0,0,0,0,0,0.21,29.74,0,0,0,0,0,0,35,18,6,0.333,0,0.667,0.2,2,0.921,0.079,0,0,378,0,0,0,135,397,58,150,469,359,228,1262,3,8,9,4,26,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
285,1,4,64,742,1764,59.91847826,996,33.83152174,12,32,73,22,28,0,167,5.672554348,2,2,3,2,3,2,2,1251,6537,243,178,127,194,0,0,0,0,0,0.21,29.44,0,0,0,0,0,0,44,18,6,0.333,0,0.667,0.2,2,1,0,0,0,385,0,0,0,188,554,81,209,654,501,318,1760,4,8,9,4,26,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
286,1,1,9,478,922,37.14746172,371,14.94762288,1324,52,387,83,460,5,2311,93.11039484,3,2,2,3,3,0,1,14884,9592,358,77,39,5,0,0,0,0,0,0.18,24.82,0,0,0,0,0,0,1381,4,9,0.286,0.286,0.429,0.383,2.714,1,0,0.746,1.288,270,922,0,0,3,475,40,91,402,257,133,814,108,1,3,1,4,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,3,1,1
287,1,4,67,669,1556,52.79945707,922,31.28605361,11,304,19,8,24,1,367,12.45334238,2,2,3,2,3,2,2,1232,5049,199,176,135,159,0,0,0,0,0,0.19,29.47,0,0,0,0,0,0,316,18,6,0.333,0,0.667,0.2,2,0.565,0.435,0,0,680,0,0,0,139,530,74,172,629,441,241,1555,1,8,9,4,26,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
288,1,4,68,401,883,26.50855599,561,16.84178925,62,114,215,24,102,9,526,15.79105374,2,2,3,2,2,3,2,436,2757,92,100,86,123,0,0,0,0,0,0.18,33.31,0,0,0,0,0,0,185,18,7,0.333,0,0.667,0.2,2,0.812,0.188,0,0,452,0,0,0,86,315,35,69,417,232,130,860,23,7,10,4,23,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
289,1,4,68,350,766,42.69788183,489,27.25752508,11,7,28,7,70,4,127,7.079152731,2,2,3,2,2,3,2,436,2757,80,88,75,108,0,0,0,0,0,0.18,17.94,0,0,0,0,0,0,22,18,7,0.333,0,0.667,0.2,2,1,0,0,0,265,0,0,0,75,275,30,60,362,201,113,751,15,7,10,4,23,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
290,1,3,78,942,1847,97.31296101,659,34.72075869,116,38,74,33,75,2,338,17.80821918,2,2,2,2,3,2,2,632,5713,649,129,88,77,0,0,0,0,0,0.33,18.98,0,0,0,0,0,0,156,6,8,0.556,0.056,0.389,0.253,2.136,1,0,0.562,0.934,276,0,0,0,84,858,99,248,520,429,551,1838,9,4,10,4,13,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
291,1,4,55,455,1070,32.01675643,575,17.20526631,4,0,26,4,11,5,50,1.496110114,3,2,3,2,2,3,2,323,3573,112,116,122,106,0,0,0,0,0,0.23,33.42,0,0,0,0,0,0,9,18,5,0.333,0,0.667,0.2,2,1,0,0,0,327,0,0,0,227,228,55,118,344,349,204,1070,0,8,9,4,27,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
292,1,3,78,374,732,24.10273296,261,8.594007244,5,0,54,3,2,0,64,2.107342772,2,2,2,2,3,2,2,632,5713,258,51,35,30,0,0,0,0,0,0.33,30.37,0,0,0,0,0,0,5,6,8,0.556,0.056,0.389,0.253,2.136,1,0,0.548,0.894,261,0,0,0,33,341,39,98,206,170,218,728,4,4,10,4,13,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
293,1,4,55,616,1448,41.45433725,778,22.27311766,8,6,43,20,44,1,122,3.492699685,3,2,3,2,2,3,2,323,3573,151,157,165,143,0,0,0,0,0,0.23,34.93,0,0,0,0,0,0,15,18,5,0.333,0,0.667,0.2,2,1,0,0,0,342,0,0,0,307,309,74,160,465,473,276,1448,0,8,9,4,27,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
294,1,4,55,485,1141,38.14777666,613,20.49481779,5,3,38,19,5,0,70,2.340354397,3,2,3,2,2,3,2,323,3573,119,123,130,113,0,0,0,0,0,0.23,29.91,0,0,0,0,0,0,8,18,5,0.333,0,0.667,0.2,2,1,0,0,0,277,0,0,0,242,243,58,126,367,373,217,1141,0,8,9,4,27,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
295,1,4,59,485,1192,47.60383387,691,27.59584665,1,6,39,16,14,0,76,3.03514377,3,2,3,2,2,3,2,1180,7734,121,132,128,105,0,0,0,0,0,0.24,25.04,0,0,0,0,0,0,7,18,5,0.333,0,0.667,0.2,2,1,0,0,0,361,0,0,0,211,274,52,136,390,371,242,1180,12,8,9,4,27,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
296,1,1,8,1219,2218,110.4031857,718,35.73917372,348,18,654,17,217,15,1269,63.16575411,3,2,1,3,3,0,1,3237,9470,1065,97,48,9,0,0,0,0,0,0.26,20.09,0,0,0,0,0,0,381,4,9,0.286,0.286,0.429,0.383,2.714,0.504,0.496,0.869,3.308,508,0,0,0,5,1214,90,184,623,834,488,2002,216,1,3,1,3,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,3,1,1
297,1,4,62,451,1016,36.28571429,610,21.78571429,166,55,94,47,167,2,531,18.96428571,2,2,3,3,3,2,2,1823,7005,113,104,118,115,0,0,0,0,0,0.21,28,0,0,0,0,0,0,223,18,6,0.333,0,0.667,0.2,2,0.909,0.091,0,0,605,0,0,0,83,368,54,110,366,310,176,1014,2,8,9,4,26,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
298,1,4,65,426,941,34.24308588,555,20.19650655,69,36,277,59,202,8,651,23.68995633,3,2,3,3,3,2,2,2595,5248,101,125,66,135,0,0,0,0,0,0.19,27.48,0,0,0,0,0,0,113,18,6,0.333,0,0.667,0.2,2,1,0,0,0,403,0,0,941,73,353,56,94,371,271,150,937,4,8,9,4,26,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
299,1,1,9,1266,2352,155.0428477,980,64.60118655,433,25,240,124,220,41,1083,71.3909031,3,2,2,3,3,0,1,14884,9592,947,203,103,13,0,0,0,0,0,0.18,15.17,0,0,0,0,0,0,499,19,9,0.25,0.125,0.625,0.2,2.75,0.763,0.237,0.707,1.17,372,2352,0,0,8,1258,101,231,1024,656,339,2155,197,1,3,1,3,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,3,1,1
300,1,1,9,1157,2146,188.9084507,896,78.87323944,122,40,143,39,99,117,560,49.29577465,3,2,2,3,3,0,1,14884,9592,866,185,94,12,0,0,0,0,0,0.18,11.36,0,0,0,0,0,0,279,19,9,0.25,0.125,0.625,0.2,2.75,0.814,0.186,0.644,0.984,264,0,0,0,7,1150,92,211,935,599,309,1968,178,1,3,1,3,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,3,1,1
301,1,3,86,215,450,18.89962201,283,11.88576228,188,9,23,1,46,0,267,11.21377572,3,2,2,2,2,2,2,1654,6784,80,49,51,36,0,0,0,0,0,0.12,23.81,0,0,0,0,0,0,197,6,8,0.556,0.056,0.389,0.253,2.136,1,0,0,0,265,0,450,0,15,200,20,52,216,119,43,441,9,4,10,4,13,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
302,1,1,9,1719,3164,278.5211268,1331,117.165493,310,5,122,26,54,56,573,50.44014085,3,2,2,3,3,0,1,14884,9592,1286,275,140,17,0,0,0,0,0,0.18,11.36,0,0,0,0,0,0,371,19,9,0.25,0.125,0.625,0.2,2.75,0.814,0.186,0.651,1.003,264,0,0,0,10,1709,136,311,1378,883,456,2925,239,1,3,1,3,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,3,1,1
303,1,3,77,1284,2447,100.2868852,1248,51.14754098,534,207,305,96,370,31,1543,63.23770492,2,2,2,2,3,2,2,1202,4526,561,308,243,172,0,0,0,0,0,0.26,24.4,0,0,0,0,0,0,772,6,8,0.556,0.056,0.389,0.253,2.136,0.491,0.509,0.597,1.039,397,0,0,0,20,1264,108,227,921,628,562,2403,44,4,10,4,13,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
304,1,1,8,2110,3926,259.3130779,1244,82.1664465,104,6,685,39,53,114,1001,66.11624835,3,2,1,3,3,0,1,3237,9470,1844,168,83,15,0,0,0,0,0,0.26,15.14,0,0,0,0,0,0,224,19,9,0.25,0.125,0.625,0.2,2.75,1,0,0.911,3.432,237,0,0,0,8,2102,159,325,1102,1476,864,3465,461,1,3,1,3,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,3,1,1
305,1,6,190,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,1,3,4,1049,1814,0,0,0,0,0,0,0,0,0,0.19,103.6,0,0,0,0,0,0,0,19,9,0.25,0.125,0.625,0.2,2.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,15,48,6,6075,SanFrancisco,602206,6022,667000,SanFrancisco,11,1,San Francisco,7,15,1
306,1,4,62,534,1204,44.47728112,723,26.70853343,7,2,38,20,17,0,84,3.103066125,2,2,3,3,3,2,2,1823,7005,134,123,140,137,0,0,0,0,0,0.21,27.07,0,0,0,0,0,0,9,18,6,0.333,0,0.667,0.2,2,1,0,0,0,255,0,0,0,98,436,64,131,434,367,208,1202,2,8,9,4,26,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
307,1,4,65,576,1274,47.69749158,751,28.11681018,80,38,96,68,151,1,434,16.24859603,3,2,3,3,3,2,2,2595,5248,137,168,89,182,0,0,0,0,0,0.19,26.71,0,0,0,0,0,0,119,18,6,0.333,0,0.667,0.2,2,1,0,0,0,294,0,0,1274,99,477,75,127,502,367,202,1269,5,8,9,4,26,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
308,1,1,30,1160,2038,270.2917772,1104,146.4190981,15,9,63,3,84,0,174,23.07692308,3,2,2,3,2,1,1,1578,7929,673,279,149,59,0,0,0,0,0,0.15,7.54,0,0,0,0,0,0,24,19,9,0.25,0.125,0.625,0.2,2.75,0.829,0.171,0.705,0.964,78,0,0,0,7,1153,98,181,944,574,240,1954,84,1,3,1,3,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,3,1,1
309,1,4,66,642,1416,46.99634915,840,27.87919018,91,73,150,92,459,4,869,28.84168603,3,2,3,3,3,2,2,2015,4051,221,119,145,157,0,0,0,0,0,0.21,30.13,0,0,0,0,0,0,168,18,6,0.333,0,0.667,0.2,2,1,0,0,0,434,0,0,0,123,519,66,149,556,400,245,1384,32,8,9,4,26,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
310,1,3,74,360,604,25.61492791,251,10.64461408,140,281,41,7,43,4,516,21.88295165,3,2,3,3,2,1,2,4937,3783,176,74,59,51,0,0,0,0,0,0.42,23.58,0,0,0,0,0,0,425,6,8,0.556,0.056,0.389,0.253,2.136,0.142,0.858,0.255,0.874,1119,0,0,0,11,349,19,37,192,117,239,577,27,4,10,4,13,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
311,1,4,70,598,1198,55.23282619,786,36.23789765,61,8,37,35,18,0,159,7.330567082,2,2,3,2,2,1,2,5839,5744,147,110,138,203,0,0,0,0,0,0.2,21.69,0,0,0,0,0,0,69,6,7,0.556,0.056,0.389,0.253,2.136,1,0,0,0,270,0,0,0,107,491,62,93,519,321,203,1185,13,4,10,4,13,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
312,1,4,66,548,1210,64.43024494,718,38.23216187,30,13,46,21,86,0,196,10.43663472,3,2,3,3,3,2,2,2015,4051,189,101,124,134,0,0,0,0,0,0.21,18.78,0,0,0,0,0,0,43,18,6,0.333,0,0.667,0.2,2,1,0,0,0,303,0,0,0,105,443,56,128,475,342,209,1183,27,8,9,4,26,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
313,1,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,1,3,1,804,6879,0,0,0,0,0,0,0,0,0,0.02,36.62,0,0,0,0,0,0,0,18,6,0.333,0,0.667,0.2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,15,7,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,3,15,1
314,1,4,58,799,1817,62.6767851,1067,36.8057951,28,26,52,23,63,2,194,6.691962746,3,2,3,2,3,3,2,986,5383,252,152,231,164,0,0,0,0,0,0.22,28.99,0,0,0,0,0,0,56,18,5,0.333,0,0.667,0.2,2,1,0,0,0,625,0,0,0,119,680,74,214,649,542,337,1804,13,8,9,4,27,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
315,1,4,62,1004,2260,58.45835489,1357,35.10087946,11,19,62,29,42,1,164,4.242110709,2,2,3,3,3,2,2,1823,7005,252,232,263,257,0,0,0,0,0,0.21,38.66,0,0,0,0,0,0,31,18,6,0.333,0,0.667,0.2,2,1,0,0,0,466,0,0,0,185,819,120,245,815,689,391,2256,4,8,9,4,27,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
316,1,4,62,481,1083,39.72853999,650,23.84446075,2,1,22,8,2,0,35,1.283932502,2,2,3,3,3,2,2,1823,7005,121,111,126,123,0,0,0,0,0,0.21,27.26,0,0,0,0,0,0,3,18,6,0.333,0,0.667,0.2,2,1,0,0,0,349,0,0,0,89,392,58,117,390,330,187,1081,2,8,9,4,26,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
317,1,4,70,464,928,31.62917519,609,20.75664622,63,144,119,24,293,5,648,22.08588957,2,2,3,3,3,1,2,5839,5744,114,85,107,157,0,0,0,0,0,0.2,29.34,0,0,0,0,0,0,212,18,7,0.333,0,0.667,0.2,2,1,0,0.21,0.581,262,0,0,0,83,381,48,72,402,249,157,919,9,7,10,4,23,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
318,1,3,75,652,960,46.04316547,547,26.23501199,187,566,344,306,115,97,1615,77.45803357,2,2,2,3,2,1,2,4714,2604,214,129,148,161,0,0,0,0,0,0.38,20.85,0,0,0,0,0,0,850,6,8,0.556,0.056,0.389,0.253,2.136,0.424,0.576,0.434,0.702,578,0,0,0,0,652,16,23,356,229,337,930,30,4,10,4,13,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
319,1,1,31,1234,1862,122.7422544,1111,73.23665129,93,68,208,81,189,94,733,48.31905076,3,2,2,3,2,1,1,1573,4056,760,272,147,55,0,0,0,0,0,0.19,15.17,0,0,0,0,0,0,255,19,9,0.25,0.125,0.625,0.2,2.75,0.721,0.279,0.716,0.999,494,0,0,0,17,1217,64,112,881,521,285,1823,39,1,3,1,3,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,3,1,1
320,1,3,72,479,1074,39.83679525,706,26.18694362,144,108,123,76,77,3,531,19.6958457,3,2,3,3,2,1,2,1757,1998,112,100,109,159,0,0,0,0,0,0.25,26.96,0,0,0,0,0,0,255,5,8,0.5,0,0.5,1,2.286,0.889,0.111,0,0.721,280,0,0,1074,100,379,31,52,479,277,236,951,123,7,10,4,22,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
321,1,3,73,478,774,40.33350703,492,25.63835331,45,32,119,58,413,48,715,37.25898906,2,2,3,3,2,1,2,1617,4021,168,90,102,119,0,0,0,0,0,0.27,19.19,0,0,0,0,0,0,125,5,8,0.5,0,0.5,1,2.286,0.986,0.014,0.508,0.925,368,0,0,0,38,440,18,27,332,210,187,757,17,7,10,4,22,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
322,1,1,31,1452,2190,143.2308698,1308,85.54610857,28,207,649,62,111,77,1134,74.16612165,3,2,2,3,2,1,1,1573,4056,894,320,173,65,0,0,0,0,0,0.19,15.29,0,0,0,0,0,0,312,19,9,0.25,0.125,0.625,0.2,2.75,0.613,0.387,0.709,0.977,416,0,0,0,19,1433,75,132,1036,612,335,2146,44,1,3,1,3,6,6075,SanFrancisco,602203,6022,667000,SanFrancisco,11,1,San Francisco,3,1,1
323,1,4,71,333,705,26.76537585,418,15.86940015,157,1424,272,92,40,0,1985,75.36066819,3,3,3,3,3,2,2,4288,4215,21,26,41,245,0,0,0,0,0,0.22,26.34,0,0,0,0,0,0,1581,18,7,0.333,0,0.667,0.2,2,0.639,0.361,0.216,0.598,887,0,0,0,107,226,43,76,231,226,129,704,1,7,10,4,23,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
324,1,4,66,382,844,42.84263959,499,25.32994924,30,60,114,67,76,2,349,17.71573604,3,2,3,3,3,2,2,2015,4051,132,71,86,94,0,0,0,0,0,0.21,19.7,0,0,0,0,0,0,92,18,6,0.333,0,0.667,0.2,2,1,0,0,0,399,0,0,0,73,309,39,89,331,238,146,823,21,8,9,4,26,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
325,1,3,73,786,1279,47.7238806,809,30.18656716,135,70,127,44,128,86,590,22.01492537,2,2,3,3,2,1,2,1617,4021,276,148,167,195,0,0,0,0,0,0.27,26.8,0,0,0,0,0,0,291,5,8,0.5,0,0.5,1,2.286,0.907,0.093,0.511,0.933,418,0,0,0,63,723,29,44,549,347,309,1247,32,7,10,4,22,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
326,1,3,73,1270,2065,89.82166159,1310,56.98129622,157,35,65,35,53,99,444,19.31274467,2,2,3,3,2,1,2,1617,4021,445,240,270,315,0,0,0,0,0,0.27,22.99,0,0,0,0,0,0,291,5,8,0.5,0,0.5,1,2.286,0.969,0.032,0.513,0.938,317,0,2065,0,101,1169,47,71,887,560,500,2016,49,7,10,4,22,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
327,1,2,32,659,1166,77.26971504,755,50.03313453,109,1541,143,92,154,5,2044,135.453943,3,2,3,3,2,1,1,2786,5465,332,173,84,70,0,0,0,0,0,0.23,15.09,0,0,0,0,0,0,1655,19,3,0.25,0.125,0.625,0.2,2.75,0.568,0.433,0.674,0.873,326,0,0,1166,13,646,29,80,496,334,227,1106,60,3,2,1,9,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,2,1,1
328,1,4,66,365,806,22.42002782,478,13.29624478,172,13,90,6,73,0,354,9.847009736,3,2,3,3,3,2,2,2015,4051,126,67,82,89,0,0,0,0,0,0.21,35.95,0,0,0,0,0,0,185,18,6,0.333,0,0.667,0.2,2,1,0,0,0,245,0,0,0,70,295,38,85,316,228,139,787,19,8,9,4,26,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,9,4,1
329,1,3,48,818,1498,50.48870913,1042,35.11964948,33,82,88,53,149,1,406,13.68385575,3,3,3,3,1,2,2,1373,3593,149,148,168,353,0,0,0,0,0,0.16,29.67,0,0,0,0,0,0,116,5,2,0.5,0,0.5,1,2.286,1,0,0,0.913,472,0,0,0,123,695,68,76,729,437,188,1473,25,7,1,4,22,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,1,4,1
330,1,3,75,1154,1693,73.64071335,967,42.06176599,243,94,752,140,654,44,1927,83.81905176,2,2,2,3,2,1,2,4714,2604,379,228,262,284,0,0,0,0,0,0.38,22.99,0,0,0,0,0,0,381,5,8,0.5,0,0.5,1,2.286,0.717,0.283,0.505,0.916,566,0,0,0,0,1154,28,40,627,404,594,1646,47,7,10,4,22,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
331,1,4,71,528,1115,40.34008683,662,23.95079595,16,104,133,22,112,1,388,14.03762663,3,3,3,3,3,2,2,4288,4215,33,41,65,389,0,0,0,0,0,0.22,27.64,0,0,0,0,0,0,121,18,7,0.333,0,0.667,0.2,2,1,0,0,0,469,0,0,0,170,358,67,120,365,358,204,1114,1,7,10,4,23,6,6075,SanFrancisco,602201,6022,667000,SanFrancisco,11,1,San Francisco,10,4,1
332,1,2,29,827,1289,169.160105,859,112.7296588,6,6,48,0,28,13,101,13.25459318,2,2,2,3,2,0,1,1428,5200,323,204,175,125,0,0,0,0,0,0.2,7.62,0,0,0,0,0,0,25,19,3,0.25,0.125,0.625,0.2,2.75,1,0,1.079,3.937,57,0,0,0,11,816,28,54,603,395,210,1253,36,3,2,1,9,6,6075,SanFrancisco,602202,6022,667000,SanFrancisco,11,1,San Francisco,2,1,1
